,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
7203,23,6,15577,14,14,2,10,0,4,1,0,0,54,39,1
7204,16,4,19576,15,9,4,12,1,4,1,0,0,39,39,0
7205,23,4,11905,15,9,2,3,0,4,1,0,0,49,39,1
7206,8,4,21244,5,3,4,12,2,4,1,0,0,44,13,0
7207,28,5,696,9,12,2,4,0,4,1,0,0,37,39,1
7208,13,4,7871,15,9,2,7,0,4,1,0,0,39,39,1
7209,36,4,18212,15,9,4,1,4,2,0,0,0,39,39,0
7210,46,4,6676,11,8,2,1,0,1,1,24,0,39,40,0
7211,10,2,1622,15,9,2,11,0,4,1,0,0,59,39,0
7212,14,4,18820,1,6,4,3,1,4,1,0,0,39,39,0
7213,16,4,2778,11,8,2,14,0,4,1,0,0,59,39,0
7214,22,7,19523,9,12,0,11,1,4,1,0,0,39,26,1
7215,25,6,12588,15,9,2,3,0,4,1,0,0,44,39,1
7216,2,4,16937,11,8,4,8,3,2,1,0,0,29,39,0
7217,14,4,12472,9,12,2,10,0,4,1,0,0,39,39,0
7218,36,4,11157,11,8,2,3,0,4,1,0,0,39,39,0
7219,30,6,18702,15,9,2,10,0,4,1,0,0,19,39,0
7220,10,4,14453,10,15,4,1,3,4,0,0,0,39,39,0
7221,5,4,2139,11,8,4,13,1,4,0,0,0,39,39,0
7222,12,4,6046,11,8,2,12,5,4,0,0,0,39,39,1
7223,35,4,2693,11,8,6,12,4,4,0,0,40,39,39,0
7224,15,4,13688,8,10,0,3,3,4,1,0,0,45,39,0
7225,6,4,19714,11,8,4,12,1,4,1,0,0,39,39,0
7226,10,4,15252,15,9,4,1,3,4,1,0,0,19,39,0
7227,36,4,9140,11,8,6,7,1,2,0,0,0,39,39,0
7228,1,4,16687,11,8,4,6,3,4,1,0,0,19,39,0
7229,24,4,9755,9,12,5,12,4,4,0,0,0,29,39,0
7230,10,4,6687,11,8,2,7,5,4,0,0,0,39,6,0
7231,13,4,5689,15,9,0,12,3,4,1,0,0,39,39,0
7232,24,4,21061,11,8,0,13,4,4,0,0,0,39,39,0
7233,4,4,2173,15,9,4,1,1,4,0,0,0,29,39,0
7234,41,7,6770,11,8,3,8,4,2,0,0,0,39,16,0
7235,28,7,17178,9,12,0,11,1,4,0,0,0,39,39,0
7236,23,4,13120,0,5,0,14,3,4,1,0,0,39,39,0
7237,4,4,14776,15,9,4,1,1,4,0,0,0,39,39,0
7238,12,4,10835,9,12,4,10,1,3,0,0,23,39,39,0
7239,33,4,5666,8,10,2,8,5,2,0,0,0,39,39,0
7240,9,4,1477,11,8,2,3,0,4,1,0,0,39,39,0
7241,6,4,7659,11,8,5,6,2,4,0,0,0,39,39,0
7242,10,4,13578,9,12,4,13,3,4,1,0,0,39,39,0
7243,19,2,17750,9,12,4,1,1,2,0,0,0,39,39,0
7244,5,1,14116,11,8,4,1,2,4,1,0,0,39,39,0
7245,20,1,1115,15,9,4,8,3,4,1,0,0,39,24,0
7246,37,4,12417,9,12,2,14,0,4,1,0,0,39,39,0
7247,19,4,605,11,8,0,5,4,4,1,0,0,49,39,0
7248,27,4,14881,8,10,2,4,0,2,1,0,0,39,39,0
7249,21,4,8870,15,9,2,11,0,2,1,0,0,39,39,1
7250,32,4,16618,15,9,0,3,1,4,0,0,0,39,39,0
7251,1,4,15421,1,6,4,6,3,4,1,0,0,11,39,0
7252,9,4,10304,9,12,4,12,1,4,1,0,0,47,39,0
7253,31,4,9117,9,12,2,1,0,4,1,0,0,44,0,1
7254,15,4,12732,1,6,2,7,5,4,0,0,0,39,39,0
7255,18,7,3766,11,8,4,13,3,4,1,0,0,39,39,0
7256,23,4,6662,11,8,4,1,1,4,0,0,0,44,39,0
7257,23,6,1789,11,8,2,3,0,4,1,54,0,39,39,0
7258,25,7,4053,14,14,2,10,0,1,1,0,0,69,19,1
7259,13,4,15130,11,8,2,12,0,4,1,0,0,39,39,0
7260,2,4,14843,15,9,4,12,3,4,0,0,0,19,39,0
7261,19,4,6303,7,11,2,12,0,4,1,0,0,59,39,1
7262,14,4,11753,11,8,4,12,1,4,0,0,0,39,39,0
7263,33,1,2338,7,11,2,4,0,4,1,0,0,59,39,0
7264,21,4,13173,11,8,0,3,1,2,1,0,0,39,39,0
7265,18,4,11932,15,9,2,10,0,4,1,0,0,49,39,1
7266,28,4,13010,9,12,2,10,0,4,1,0,0,39,39,1
7267,12,4,20686,0,5,5,12,4,4,0,0,0,39,39,0
7268,24,4,14915,15,9,0,3,1,4,1,0,0,45,39,1
7269,16,4,3969,14,14,4,10,1,4,0,0,0,49,39,1
7270,32,4,2886,15,9,4,8,1,4,0,0,0,59,39,0
7271,11,4,6500,15,9,2,4,0,4,1,0,0,39,39,1
7272,32,2,7691,9,12,2,11,0,2,1,108,0,39,39,1
7273,10,4,15973,11,8,5,7,3,4,0,0,0,39,39,0
7274,30,5,21258,11,8,2,4,0,4,1,43,0,31,39,0
7275,25,7,4252,10,15,4,4,1,4,0,0,0,39,22,1
7276,13,4,19628,11,8,4,4,1,4,1,0,0,59,39,0
7277,20,2,4571,11,8,2,3,0,4,1,0,0,39,39,0
7278,20,4,19199,10,15,2,10,5,4,0,0,0,34,39,0
7279,34,4,8159,11,8,3,12,1,2,0,0,0,37,39,0
7280,10,1,15997,11,8,2,8,0,4,1,0,0,39,39,0
7281,36,4,415,11,8,4,12,1,4,0,0,0,39,39,0
7282,28,4,19630,11,8,4,3,1,4,1,0,0,39,39,0
7283,20,5,13298,9,12,2,10,0,4,1,0,0,44,39,0
7284,23,1,8799,9,12,4,10,1,4,0,0,0,39,0,0
7285,37,7,3423,12,13,2,10,0,1,1,0,0,39,19,1
7286,30,5,5292,11,8,2,4,0,4,1,0,0,41,39,1
7287,18,4,8904,11,8,2,8,0,4,1,0,0,39,41,1
7288,16,4,496,11,8,2,7,0,4,1,0,0,39,39,0
7289,11,2,5988,15,9,4,1,2,2,1,0,0,39,14,0
7290,22,7,12842,9,12,2,4,5,4,0,0,0,54,39,1
7291,8,0,5802,11,8,4,0,3,4,1,0,25,39,39,0
7292,16,4,7799,9,12,2,12,0,4,1,0,0,39,39,0
7293,17,4,5501,1,6,4,8,1,4,0,0,0,39,21,0
7294,36,4,7085,11,8,2,14,0,4,1,0,0,39,39,1
7295,4,4,9908,7,11,4,1,3,4,1,0,0,34,39,0
7296,14,7,2588,10,15,2,4,0,4,1,91,0,54,39,1
7297,46,4,6537,11,8,2,10,0,4,1,0,0,44,39,0
7298,4,6,18824,15,9,4,8,3,4,1,0,0,29,39,0
7299,42,4,4669,11,8,2,3,0,4,1,0,0,39,39,1
7300,33,4,3400,3,1,5,10,4,2,0,0,0,39,39,0
7301,49,0,20239,11,8,2,0,5,4,0,0,0,19,39,0
7302,2,4,7316,11,8,4,14,3,4,1,0,0,29,39,0
7303,14,4,10925,9,12,4,13,1,4,1,0,0,44,39,0
7304,6,4,20587,9,12,2,10,5,4,0,0,0,39,39,0
7305,28,4,9516,8,10,2,4,5,4,0,0,0,39,39,1
7306,18,2,13144,9,12,2,10,0,4,1,0,0,39,39,0
7307,15,4,13227,9,12,4,3,3,4,1,0,0,39,39,0
7308,3,4,14745,5,3,4,7,2,4,0,0,0,59,26,0
7309,21,4,684,11,8,2,4,2,4,1,0,0,39,39,1
7310,32,4,7523,11,8,2,8,5,1,0,0,0,7,30,0
7311,47,4,9920,11,8,0,7,1,4,0,0,0,39,39,0
7312,43,2,15212,1,6,2,14,0,4,1,0,0,19,39,0
7313,8,4,901,9,12,4,10,1,4,0,0,0,49,39,0
7314,4,4,17977,11,8,4,3,1,4,1,0,0,34,39,0
7315,9,4,18361,11,8,4,9,2,4,0,0,25,14,26,0
7316,6,4,17828,15,9,4,1,1,4,1,0,0,19,39,0
7317,50,5,19130,12,13,2,12,0,4,1,0,0,47,39,1
7318,7,4,11854,11,8,0,12,4,4,0,0,0,29,39,0
7319,29,4,18983,3,1,5,7,3,4,0,0,0,39,13,0
7320,21,7,12758,10,15,2,10,0,1,1,0,0,39,36,0
7321,3,4,4977,5,3,4,7,2,4,1,0,0,39,39,0
7322,11,0,12096,15,9,4,0,2,4,0,0,0,39,39,0
7323,9,4,8143,9,12,4,10,1,4,1,0,0,47,39,0
7324,41,4,9956,11,8,2,7,0,4,1,0,0,39,39,0
7325,14,7,19902,15,9,4,8,1,1,1,0,0,39,39,0
7326,20,7,19824,7,11,0,11,1,2,1,0,0,37,39,0
7327,36,7,4237,10,15,2,10,0,4,1,0,0,39,0,1
7328,28,4,4942,5,3,0,7,1,2,0,0,0,34,39,0
7329,16,4,6512,11,8,4,1,1,4,0,0,0,49,39,0
7330,16,7,19884,12,13,2,11,0,2,1,0,0,39,39,0
7331,18,4,5085,11,8,0,6,1,4,1,0,0,24,39,0
7332,43,6,21395,11,8,2,4,0,2,1,0,0,39,39,0
7333,4,4,2295,15,9,4,12,3,4,0,0,0,19,39,0
7334,21,4,9889,0,5,2,3,0,2,1,0,0,44,39,0
7335,23,4,1192,8,10,0,3,4,4,0,0,0,39,39,0
7336,23,4,14439,15,9,2,12,5,4,0,0,0,39,39,1
7337,27,6,12462,14,14,2,10,0,4,1,0,0,68,39,1
7338,10,4,20887,15,9,2,4,0,4,1,0,0,59,39,0
7339,17,6,334,15,9,2,3,0,4,1,0,0,54,39,1
7340,3,0,18524,15,9,4,0,3,4,1,0,0,24,39,0
7341,32,2,17351,15,9,2,11,0,4,1,0,0,39,39,0
7342,20,4,13959,15,9,2,3,0,4,1,0,0,49,39,1
7343,35,4,10676,0,5,2,14,0,4,1,0,0,29,39,1
7344,29,4,8522,15,9,2,7,0,2,1,0,0,39,39,0
7345,3,4,17732,15,9,4,7,1,1,0,0,0,39,0,0
7346,26,4,16874,11,8,2,3,0,4,1,0,0,39,39,0
7347,29,2,14532,9,12,0,1,1,4,0,118,0,39,39,1
7348,8,7,12184,15,9,2,8,5,4,0,0,0,14,39,0
7349,31,4,8277,9,12,0,1,1,4,1,0,0,39,39,0
7350,19,2,14225,15,9,0,11,4,4,1,0,0,54,39,0
7351,20,4,21415,11,8,0,3,1,4,1,106,0,39,39,1
7352,1,0,11911,15,9,4,0,3,4,1,0,0,59,39,0
7353,25,4,20370,12,13,2,10,0,4,1,0,0,49,39,1
7354,43,4,12017,7,11,2,1,0,4,1,0,0,23,39,0
7355,20,5,3832,15,9,2,14,0,4,1,0,0,54,39,1
7356,27,2,16360,7,11,0,13,1,2,1,0,0,39,39,0
7357,15,4,3283,0,5,2,3,0,4,1,0,0,39,39,0
7358,12,4,5264,9,12,4,1,3,4,0,0,0,39,32,0
7359,25,2,15549,12,13,2,10,0,4,1,0,0,34,39,1
7360,0,4,3565,1,6,4,6,3,4,1,0,0,11,39,0
7361,24,4,2871,2,7,2,8,5,4,0,0,0,9,39,0
7362,17,4,10743,15,9,2,4,5,4,0,0,46,39,39,1
7363,39,4,10465,0,5,5,8,4,4,0,0,0,31,39,0
7364,11,4,5570,15,9,4,1,3,4,1,0,0,39,39,0
7365,11,6,16406,1,6,4,12,3,4,1,0,0,39,39,0
7366,2,4,4263,5,3,4,14,4,4,1,0,0,24,13,0
7367,32,1,4729,15,9,2,13,0,4,1,0,0,39,39,1
7368,19,6,6679,15,9,2,8,5,4,0,0,0,49,39,0
7369,8,4,18178,15,9,2,14,0,4,1,0,0,34,39,0
7370,25,4,9101,9,12,0,10,1,4,1,0,0,39,39,0
7371,30,6,13945,14,14,2,10,0,4,1,0,50,49,39,1
7372,9,4,17365,15,9,2,11,0,4,1,0,0,39,39,0
7373,18,4,14835,15,9,2,4,0,4,1,0,0,57,39,0
7374,20,4,456,11,8,2,3,0,4,1,0,0,44,39,0
7375,22,2,5272,11,8,4,11,3,0,1,71,0,47,39,0
7376,25,4,6772,11,8,2,4,0,4,1,0,0,34,39,1
7377,24,4,10463,15,9,0,8,1,4,0,0,0,35,39,1
7378,6,4,4131,15,9,0,8,3,4,0,0,0,23,39,0
7379,14,1,19734,11,8,2,13,0,4,1,0,0,39,39,0
7380,19,2,11770,15,9,2,11,0,4,1,0,0,56,39,1
7381,3,4,7659,15,9,4,10,4,4,0,0,0,24,39,0
7382,19,4,6217,15,9,4,7,4,4,1,0,0,44,39,0
7383,33,4,7328,11,8,2,7,0,4,1,0,0,49,39,1
7384,20,4,9672,11,8,4,7,3,4,1,0,0,39,39,0
7385,8,4,4066,9,12,4,5,3,4,1,115,0,49,39,1
7386,22,4,1331,15,9,0,8,4,4,0,0,0,59,39,0
7387,15,4,12563,11,8,2,5,5,4,0,0,0,39,39,0
7388,42,4,12079,15,9,6,1,1,4,0,0,0,34,39,0
7389,12,4,15252,9,12,2,3,0,4,1,54,0,44,39,0
7390,33,4,20300,11,8,2,14,0,2,1,0,0,39,39,0
7391,25,4,469,8,10,2,12,0,4,1,0,0,36,39,0
7392,15,4,2421,15,9,0,10,1,4,1,0,0,39,39,0
7393,31,4,12162,7,11,2,12,0,4,1,0,47,39,39,1
7394,3,4,749,11,8,2,3,0,4,1,61,0,34,39,0
7395,33,6,882,0,5,0,3,1,4,1,0,0,44,39,0
7396,1,4,5256,15,9,4,3,1,4,1,0,0,29,39,0
7397,43,4,1621,12,13,4,10,1,4,1,0,0,49,39,0
7398,43,4,14164,15,9,2,10,0,4,1,0,0,39,0,0
7399,25,2,14857,12,13,4,10,1,4,1,0,0,21,39,0
7400,32,4,2972,11,8,0,8,4,4,0,0,0,34,39,0
7401,18,5,2861,15,9,2,12,5,4,0,0,0,39,39,0
7402,13,6,10099,7,11,2,12,0,4,1,0,0,59,20,0
7403,42,4,5156,15,9,2,4,0,4,1,0,0,39,39,1
7404,7,5,21285,11,8,4,8,1,2,1,104,0,49,39,1
7405,38,4,19823,7,11,0,1,4,4,0,0,0,39,39,0
7406,2,4,20523,11,8,4,1,3,4,0,0,0,19,39,0
7407,22,4,3776,11,8,2,3,0,4,1,0,0,39,39,0
7408,31,4,7093,15,9,0,4,4,4,0,0,0,39,39,0
7409,27,4,9666,9,12,2,10,0,4,1,94,0,39,39,1
7410,4,4,14796,15,9,4,6,3,4,1,0,0,29,39,0
7411,6,4,20535,9,12,4,13,3,2,1,0,0,39,39,0
7412,5,4,15115,15,9,4,8,3,4,1,0,0,29,39,0
7413,38,6,10934,12,13,2,10,0,4,1,0,0,54,39,1
7414,2,4,11187,15,9,4,12,1,4,0,0,0,39,39,0
7415,6,4,8705,15,9,4,6,1,4,1,0,0,24,39,0
7416,29,4,14330,11,8,2,14,0,4,1,108,0,43,39,1
7417,6,4,17225,9,12,4,1,1,4,0,0,0,22,39,0
7418,30,5,19179,12,13,2,4,0,4,1,108,0,49,39,1
7419,6,4,4092,15,9,4,12,3,4,0,0,0,14,39,0
7420,25,4,12520,15,9,2,8,0,4,1,0,0,39,39,1
7421,5,7,17999,9,12,4,1,3,4,0,0,0,9,39,0
7422,1,4,6710,11,8,4,1,3,4,1,0,0,19,39,0
7423,20,4,3794,9,12,2,4,0,4,1,0,50,49,39,1
7424,17,4,235,6,4,2,3,0,4,1,0,0,49,39,0
7425,13,4,18225,7,11,5,8,4,4,0,0,0,39,39,0
7426,45,6,4083,15,9,6,5,4,4,0,0,0,49,39,0
7427,34,4,8016,15,9,2,6,0,4,1,0,0,39,39,0
7428,17,4,20983,11,8,2,8,0,2,1,0,0,29,39,0
7429,11,6,15670,12,13,4,10,3,4,1,0,0,39,39,0
7430,39,4,14358,0,5,4,6,1,4,1,0,0,39,39,0
7431,29,4,18095,11,8,0,13,1,4,0,0,0,29,39,0
7432,29,4,5039,15,9,2,13,0,4,1,0,46,44,39,1
7433,6,2,21297,15,9,3,1,3,4,0,0,0,39,13,0
7434,16,4,20253,9,12,2,1,5,2,0,0,0,29,39,0
7435,10,4,4458,11,8,4,8,3,1,1,0,0,39,39,0
7436,4,4,15990,15,9,4,1,3,2,0,0,0,19,39,0
7437,1,0,2797,11,8,4,0,3,4,1,0,0,59,39,0
7438,19,4,2919,4,2,2,7,0,4,1,91,0,39,26,1
7439,20,2,19079,9,12,0,10,1,4,0,0,0,35,39,0
7440,22,2,18281,1,6,2,8,0,4,1,0,0,39,39,0
7441,19,4,12710,11,8,2,14,0,4,1,91,0,59,39,1
7442,7,4,10509,7,11,4,3,1,4,1,32,0,39,39,0
7443,9,4,5667,7,11,4,4,3,2,0,0,0,39,39,0
7444,20,4,6018,11,8,0,12,1,4,0,0,0,59,39,0
7445,17,4,9511,11,8,2,3,0,4,1,0,0,49,39,0
7446,16,4,10561,11,8,0,4,4,4,0,0,0,39,39,0
7447,16,6,1430,11,8,2,11,0,4,1,0,0,29,39,0
7448,3,4,20965,11,8,4,12,3,4,0,0,0,7,26,0
7449,9,4,16789,15,9,0,1,4,4,0,0,0,37,39,0
7450,30,4,5833,11,8,2,1,5,4,0,0,0,19,39,1
7451,0,4,4769,1,6,4,12,3,4,0,0,0,19,39,0
7452,36,4,15574,8,10,2,4,0,4,1,0,17,39,39,0
7453,14,4,11126,15,9,0,12,3,4,0,0,0,34,39,0
7454,17,4,10636,1,6,2,7,0,4,1,0,0,39,39,0
7455,6,4,21401,4,2,2,8,0,4,1,0,0,39,26,0
7456,22,4,17218,9,12,2,3,0,4,1,0,0,44,39,1
7457,5,0,12245,11,8,4,0,3,4,0,0,0,39,39,0
7458,4,4,12464,15,9,4,1,3,4,0,0,0,19,39,0
7459,23,4,1451,11,8,4,1,4,2,0,0,0,34,39,0
7460,37,2,495,12,13,2,1,0,4,1,91,0,39,39,1
7461,15,1,7603,9,12,2,10,0,1,1,0,53,39,20,0
7462,12,2,399,11,8,2,8,5,4,0,40,0,39,39,0
7463,51,0,9458,15,9,4,0,4,2,0,0,0,39,39,0
7464,10,2,15096,9,12,2,11,0,4,1,0,0,44,39,1
7465,37,4,9829,15,9,4,4,1,4,1,0,0,39,39,1
7466,6,4,19766,11,8,0,9,4,4,0,0,0,39,39,0
7467,21,4,15733,12,13,2,4,0,4,1,0,0,47,39,1
7468,37,4,8160,11,8,2,8,5,4,0,0,0,34,39,0
7469,4,4,4645,15,9,4,10,3,1,1,0,49,39,39,0
7470,23,4,6009,8,10,4,10,1,4,1,0,0,41,39,0
7471,2,4,19161,0,5,4,8,1,4,0,0,0,39,39,0
7472,4,0,6895,11,8,4,0,2,4,1,0,0,59,39,0
7473,18,4,14619,9,12,2,1,5,2,0,0,0,39,39,0
7474,22,4,5157,15,9,4,1,3,4,0,25,0,44,39,0
7475,21,4,11988,11,8,4,8,4,4,1,0,15,39,0,0
7476,24,4,7534,2,7,2,6,0,4,1,0,0,39,39,1
7477,9,4,9891,15,9,4,1,1,4,0,0,0,39,39,0
7478,18,4,17036,11,8,0,8,1,4,0,0,0,44,39,0
7479,53,6,7813,15,9,2,3,0,4,1,0,0,24,39,0
7480,28,4,4897,0,5,2,12,0,4,1,0,0,39,39,0
7481,66,4,12240,11,8,6,11,1,4,1,0,0,54,39,0
7482,42,4,11985,11,8,5,8,1,4,0,0,0,39,39,0
7483,1,4,5635,6,4,4,8,3,2,1,0,0,14,39,0
7484,14,4,1953,11,8,2,1,0,4,1,0,0,39,39,0
7485,26,4,13496,12,13,2,10,5,4,0,0,0,44,39,1
7486,7,2,11028,9,12,4,10,1,4,0,0,0,39,39,0
7487,16,4,17454,8,10,2,7,0,4,1,0,0,49,39,0
7488,31,2,1050,12,13,4,10,1,4,0,0,0,51,39,0
7489,10,4,8714,9,12,2,4,0,4,1,0,0,39,6,0
7490,24,4,13120,11,8,2,3,0,4,1,0,0,39,39,0
7491,8,4,16441,11,8,2,8,5,4,0,0,0,24,26,0
7492,36,4,5814,11,8,0,14,1,4,1,0,0,39,39,1
7493,49,6,17944,14,14,2,10,0,4,1,0,0,49,39,0
7494,14,4,8445,15,9,2,3,0,4,1,0,0,39,39,1
7495,13,7,6078,9,12,3,1,1,4,1,0,0,39,39,0
7496,5,4,14898,11,8,0,14,1,4,1,0,0,39,39,0
7497,30,5,9794,9,12,2,12,0,4,1,108,0,59,39,1
7498,57,4,13733,11,8,2,4,0,4,1,0,0,39,39,1
7499,20,4,10163,15,9,2,1,0,2,1,0,17,68,39,1
7500,18,6,460,15,9,5,5,1,4,1,67,0,59,39,0
7501,34,6,560,9,12,2,4,0,4,1,0,32,68,39,0
7502,23,4,19167,15,9,5,8,1,4,0,0,0,39,39,0
7503,34,2,7468,10,15,2,10,0,4,1,0,46,39,39,1
7504,9,4,21370,0,5,2,6,5,4,0,0,0,39,39,0
7505,36,4,20531,7,11,4,1,4,2,0,0,0,39,39,0
7506,15,4,20612,11,8,2,3,0,4,1,61,0,39,39,0
7507,12,6,19320,15,9,2,3,0,1,1,0,0,39,35,0
7508,25,4,13800,11,8,5,1,1,4,1,0,0,39,39,0
7509,5,4,4087,15,9,4,14,1,4,1,0,0,31,39,0
7510,45,0,14765,11,8,2,0,0,4,1,0,0,23,39,0
7511,16,4,5738,11,8,0,1,1,4,0,0,0,39,39,0
7512,4,4,20562,11,8,4,14,3,2,1,0,0,19,39,0
7513,29,2,7752,9,12,2,10,0,4,1,0,0,44,39,1
7514,8,4,16284,1,6,4,6,1,4,1,0,0,39,39,0
7515,12,4,13640,4,2,2,8,0,4,1,0,0,39,26,0
7516,12,1,14994,9,12,4,10,1,4,1,0,0,47,39,0
7517,16,4,9510,10,15,0,12,1,4,1,118,0,59,39,1
7518,33,4,12798,7,11,0,3,1,4,1,0,0,39,39,0
7519,5,4,14198,11,8,4,1,1,0,0,0,0,39,39,0
7520,23,4,13866,11,8,0,3,1,4,1,0,0,39,39,0
7521,11,4,7779,11,8,2,7,0,0,1,0,0,44,39,0
7522,37,4,9897,11,8,2,1,0,4,1,0,0,39,39,0
7523,12,4,4667,11,8,2,3,0,4,1,0,0,39,39,0
7524,32,4,14725,11,8,6,7,4,2,0,0,0,39,39,0
7525,29,4,9687,1,6,6,8,1,4,0,0,0,26,8,0
7526,54,6,15573,0,5,2,3,0,4,1,0,0,7,39,0
7527,10,4,952,15,9,2,5,0,4,1,0,0,76,39,0
7528,39,4,3024,11,8,4,1,1,4,0,0,0,39,39,0
7529,47,4,16481,11,8,2,13,0,1,1,0,0,59,30,1
7530,6,4,9354,15,9,2,4,5,4,0,0,0,24,39,0
7531,19,4,13721,9,12,2,10,0,4,1,0,0,39,39,1
7532,22,2,17794,12,13,2,10,0,4,1,0,0,44,39,1
7533,9,4,14674,11,8,4,4,1,4,1,0,0,39,39,0
7534,14,1,4561,7,11,2,13,0,4,1,0,0,39,39,0
7535,19,4,2594,9,12,0,1,4,4,0,0,0,39,39,0
7536,26,4,5615,11,8,2,3,0,4,1,0,0,39,39,1
7537,8,4,4231,15,9,4,1,1,4,0,0,0,49,39,0
7538,10,4,1863,11,8,2,7,0,4,1,0,0,39,39,0
7539,7,4,12817,2,7,4,12,1,4,1,0,0,39,39,0
7540,33,6,9496,7,11,2,11,0,4,1,0,0,19,39,0
7541,13,4,2811,11,8,2,3,0,4,1,0,0,39,39,0
7542,7,4,611,1,6,4,6,1,4,1,0,0,39,39,0
7543,24,2,4925,12,13,0,10,4,4,0,92,0,35,39,1
7544,12,4,10270,15,9,4,4,1,4,1,0,0,44,39,0
7545,14,4,16733,15,9,2,4,0,4,1,0,0,39,39,0
7546,37,4,9405,15,9,0,4,1,4,0,0,0,39,22,0
7547,3,4,7092,1,6,2,12,2,4,0,0,0,49,39,0
7548,20,4,20972,11,8,4,8,3,4,1,0,0,39,39,0
7549,11,2,3092,11,8,4,8,3,2,1,0,0,29,39,0
7550,22,4,6018,11,8,2,1,5,4,0,0,0,39,39,1
7551,29,7,20862,15,9,4,4,1,4,0,0,0,39,39,0
7552,18,4,209,9,12,5,4,4,4,0,0,0,41,39,0
7553,19,6,15773,15,9,2,12,0,4,1,118,0,19,39,1
7554,17,0,6591,11,8,2,0,0,4,1,0,0,24,39,0
7555,27,4,5146,12,13,2,4,0,4,1,0,0,39,39,1
7556,17,5,87,9,12,0,4,1,4,1,0,0,49,39,0
7557,11,6,11738,11,8,2,12,0,4,1,0,0,49,39,1
7558,21,5,8444,14,14,2,10,0,4,1,0,0,44,39,1
7559,47,0,13259,9,12,2,0,0,4,1,0,0,49,39,1
7560,2,0,1407,15,9,4,0,3,4,0,0,0,39,39,0
7561,18,4,8801,9,12,2,12,0,4,1,0,0,51,39,1
7562,44,4,12959,11,8,4,1,1,4,0,0,0,39,39,0
7563,28,4,9313,15,9,0,12,4,4,0,0,0,39,39,0
7564,19,4,4887,11,8,2,14,0,4,1,0,0,39,39,0
7565,17,4,1641,11,8,4,14,4,2,1,0,0,29,39,0
7566,10,4,987,8,10,2,12,0,4,1,0,0,59,39,0
7567,5,4,7113,0,5,4,3,4,4,1,0,0,39,39,0
7568,9,4,313,9,12,4,13,1,4,0,0,0,39,39,0
7569,2,4,10021,1,6,4,8,2,4,0,0,0,14,39,0
7570,19,4,13889,11,8,0,5,1,4,1,0,0,39,39,0
7571,34,4,12347,9,12,0,4,1,4,1,105,0,49,39,1
7572,46,4,5488,11,8,2,3,0,4,1,118,0,39,39,1
7573,34,4,3380,11,8,2,1,0,4,1,0,0,39,39,0
7574,3,7,5989,15,9,4,1,3,4,0,0,0,24,39,0
7575,25,6,4194,8,10,2,10,0,4,1,0,0,49,39,0
7576,23,0,10544,9,12,4,0,3,4,0,0,0,39,39,0
7577,8,4,1716,15,9,2,3,0,4,1,0,0,39,39,0
7578,23,4,10482,8,10,0,1,4,4,0,0,0,49,39,0
7579,24,0,17390,9,12,2,0,5,4,0,0,0,29,39,1
7580,32,4,5763,11,8,4,6,3,4,1,0,0,76,39,0
7581,29,4,11424,11,8,5,7,3,2,0,0,0,39,39,0
7582,15,6,9447,11,8,5,12,1,4,1,0,0,49,39,0
7583,11,4,9970,15,9,2,6,0,2,1,0,0,39,26,0
7584,2,0,13159,11,8,4,0,2,2,1,0,0,19,39,0
7585,2,4,8895,11,8,4,1,3,4,0,0,0,24,39,0
7586,1,4,5184,1,6,4,1,3,2,1,0,0,19,39,0
7587,22,4,10395,11,8,4,12,1,4,1,0,0,54,39,0
7588,43,6,9256,9,12,0,10,1,4,0,0,0,29,39,0
7589,29,2,12992,9,12,0,10,1,4,0,0,15,39,39,0
7590,21,4,3891,5,3,2,7,5,4,0,0,0,49,2,1
7591,19,4,9645,11,8,2,7,0,4,1,0,0,43,39,1
7592,28,4,1601,15,9,2,12,0,4,1,0,0,39,39,0
7593,43,7,19918,9,12,0,10,1,4,0,0,72,39,39,0
7594,13,4,5215,1,6,2,3,0,4,1,0,0,39,39,0
7595,5,4,19210,15,9,4,13,1,4,0,0,0,42,39,0
7596,6,4,7672,15,9,4,4,1,4,1,0,0,44,39,0
7597,31,7,6372,15,9,4,10,1,2,0,0,0,23,39,0
7598,29,4,20940,11,8,2,8,3,4,0,0,0,14,39,0
7599,26,4,11507,12,13,2,4,0,4,1,0,0,44,39,1
7600,8,4,4935,11,8,2,14,3,3,1,0,0,39,39,0
7601,33,4,4766,15,9,4,10,1,4,1,0,0,39,39,0
7602,44,5,8246,11,8,0,12,1,4,1,0,0,54,39,0
7603,18,4,12346,9,12,4,12,1,4,1,0,0,49,39,0
7604,48,2,16376,15,9,0,4,1,4,0,0,0,39,39,0
7605,39,4,3318,11,8,2,14,0,1,1,0,0,44,39,0
7606,26,6,8111,9,12,2,7,5,1,0,0,0,76,37,0
7607,38,4,2981,11,8,2,14,0,4,1,0,0,49,39,0
7608,5,4,14807,15,9,4,1,3,4,0,0,0,39,39,0
7609,23,4,16106,15,9,0,7,3,4,1,0,0,31,39,0
7610,18,4,1737,11,8,2,5,0,4,1,0,32,49,39,0
7611,5,0,586,15,9,4,0,3,4,1,0,0,49,39,0
7612,3,4,3567,6,4,2,7,0,4,1,0,0,39,39,0
